date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:50:47	8835/8835	---M-Z	200	added ('OK')	text/html	date:Wed,%2028%20Mar%202018%2018:47:01%20GMT	http://mvcsoftonline.com/html/the-factory/index.html	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/index.html	(from http://mvcsoftonline.com/html/the-factory/404.html)
11:50:59	188955/188955	---M--	200	added ('OK')	image/jpeg	date:Sun,%2018%20Mar%202018%2009:56:04%20GMT	http://mvcsoftonline.com/html/the-factory/images/about/2.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/about/2.jpg	(from http://mvcsoftonline.com/html/the-factory/about.html)
11:51:06	112676/112676	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2006:42:17%20GMT	http://mvcsoftonline.com/html/the-factory/images/portfolio/9.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/portfolio/9.jpg	(from http://mvcsoftonline.com/html/the-factory/project-grid-4.html)
11:51:17	110405/110405	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2010:22:29%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/4.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/4.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-gird-3.html)
11:51:26	120518/120518	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2010:25:22%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/5.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/5.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-gird-3.html)
11:51:26	326221/326221	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Mar%202018%2006:14:04%20GMT	http://mvcsoftonline.com/html/the-factory/images/faq.png	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/faq.png	(from http://mvcsoftonline.com/html/the-factory/faq.html)
11:51:39	133893/133893	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2010:25:55%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/6.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/6.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-gird-3.html)
11:52:06	163946/163946	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2010:43:00%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/big-3.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/big-3.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-full-wd.html)
11:52:09	258854/258854	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2010:45:32%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/big-2.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/big-2.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-full-wd.html)
11:52:09	11570/11570	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2011:18:29%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/post-1.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/post-1.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-right-sidebar.html)
11:52:09	274092/274092	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2010:41:06%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/big-1.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/big-1.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-full-wd.html)
11:52:11	13433/13433	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2011:19:04%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/post-2.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/post-2.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-right-sidebar.html)
11:52:11	10083/10083	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2011:19:30%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/post-3.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/post-3.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-right-sidebar.html)
11:52:12	10276/10276	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2011:19:48%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/post-4.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/post-4.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-right-sidebar.html)
11:52:13	12241/12241	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Mar%202018%2011:20:07%20GMT	http://mvcsoftonline.com/html/the-factory/images/blog/post-5.jpg	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/blog/post-5.jpg	(from http://mvcsoftonline.com/html/the-factory/blog-right-sidebar.html)
11:52:21	60023/60023	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Dec%202017%2006:23:40%20GMT	http://mvcsoftonline.com/html/the-factory/images/logo/1.png	C:/Users/Everest%20IT/Desktop/Factory/mvcsoftonline.com/html/the-factory/images/logo/1.png	(from http://mvcsoftonline.com/html/the-factory/clients-element.html)
